785,1582734818-1900,https://www.debate.org/opinions/should-abortion-be-outlawed,"We do not know enough to know the exact moment an unborn child becomes ""human"". We don't know the point where a soul enters the body.

So as a result killing the unborn baby at any age can be considered murder because that baby may already have a formed human soul.",Abortion is murder,against,[16]
2237,1582735052-2213,https://www.debate.org/opinions/is-abortion-wrong,"This is because a fetus isn't a person. Does a fetus have thoughts? Nope. Does a fetus have memories, or aspirations for the future? Not so much. Does a fetus have any concept of emotion whatsoever? Nope. Does a fetus have relationships with others? No, a fetus is isolated in a mother's womb with no one who loves or cares for it. A fetus is not a person; it's simply a developing human that has the potential to become a person.

I'd say these are fairly significant differences. Saying something has great value simply because its biologically human is well... Silly.",Killing a fetus is not the same as killing a person,for,[3]
1570,1582733723-133,https://www.debate.org/opinions/should-abortion-be-legal,"Abortion is murder. Science has proved it. However, there is a way to lower the amount of abortions that happen without the mother risking her life at a backstreet abortion clinic, or Terrorists and Extremist organizations such as the Army of God killing innocent people such as women, the baby, and men in favor of abortion.

The reason I voted to make abortion legal is I have though of a system. This is only hypothetical, but what if there was a law where before a woman can get on abortion, she has to go to a counsellor. I mean anger and fear can cloud the mind and make us do things we don't want or mean to do, right? Therefore, what if a woman doesn't want an abortion? What if she is just scared, wants to fix her problem and thinks that there is no other option. Well that's where the counsellor comes in. The woman can tell the counsellor about her situation and the counsellor can give her options and tell her (based on her situation) what the best option is. For example, with a situation like rape, a woman is usually scared and wants an abortion. However, if she goes to a counsellor, the counsellor can help her to realize that she has other options such as adoption and that she may not have to abort. The illegal part is not getting the abortion, the illegal part is not going to the counsellor to see otherwise. However, if a woman still feels that she wants an abortion, she should be able to get one. It's her decision and NOT to be rude, but her fault if something goes wrong or she changes her mind too late.

By using this system, women can make more sober minded thoughts and can use other options besides abortion.

My name is BravoMike and this is my debate. Thank you for reading.",In a fair and equal way,for,[7]
1118,1582734700-1040,https://www.debate.org/opinions/should-abortion-be-illegal,"If life begins at conception and murder is the deliberate taking of life, then quite plainly, abortion is murder and should punished as such. Why do we put guys on death row for killing their cheating wife but we do nothing to someone who MURDERS and innocent human being? It makes no sense",Murder is punishable to the highest extent of the law...Abortion should be too,against,[16]
1477,1582733723-165,https://www.debate.org/opinions/should-abortion-be-legal,"A women should have the right to chose if they want to get an abortion or not. It is there body and they have the right to do what they want with it. Let's say they got raped. You would not want to be pregnant with a baby you won't love and everyone deserves to be loved. Plus, someone getting pregnant isn't your problem so why are all of you getting in everyone's rights. Every one has the right to privacy and happiness and if you are happy not having a baby then you should be able to not have a baby. Also before abortion was legal girls would commit suicide and have random men take out their baby and end up dying. Lastly, all of the republicans are like ""save the baby, everyone deserves a life."" but once that baby is born they want nothing to do with it. They don't want to pay extra taxes and don't want to pay anymore money so get out of someone else's business and go worship god.",Get out of it!,for,[7]
531,1582734815-1667,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is so wrong. If you kill the baby when it is 10 months old and out of your stomach, you will get arrested. But if you kill it when it is in the most fragile state it will ever be in, you are fine. It is really not right at all.",Abortion is murder!,against,[16]
2433,1580224689-72,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,Why would you stop someone from aborting a child. Well guess what we can't stop them from aborting a child. What if they never aborted and they just start to abuse the child like what just because you did not abort you can abuse the child. Well now all you people know what these kids go through if the mother never aborted.,It's their body,for,[11]
1573,1582733664-16,https://www.debate.org/opinions/is-abortion-right,"Those people who say that abortion is always wrong, please answer me. Do you prefer a painless death or a painful life? Borning a blind-born child and whole-life suffering, or a subconscious death? Which one is worse? I believe that abortion should be the last option, but sometime there is no choice but to abort the child.",An ounce of prevention is worth a pound of cure.,for,[7]
808,1582734815-1409,https://www.debate.org/opinions/is-abortion-wrong,"Life begins at conception. Women can be inconvenienced for nine months so that a baby will not be killed. Abortion stops a beating heart. That's a fact. Life is precious, and our culture sadly does not see that. We need to stand up for babies and also help their mothers care for them.",It kills a baby.,against,[16]
2323,1582735052-2596,https://www.debate.org/opinions/is-abortion-wrong,"I'm pretty sure that no one talks about that. Everyday I turn on the news and see something about a child being neglected and abused, sometimes even killed. I would never, NEVER, bring a child into the world if I knew I wasn't ready for it. I've seen this so many times. My family works social services, so I know exactly what happens when a child is born into a chaotic environment.",And the stories of mothers harming their children?,for,[11]
415,1582734822-1913,https://www.debate.org/opinions/should-abortion-be-illigal,Abortion Is Murder.   The killing of little babies is murder.   How can anyone say that the life living inside a mother's womb is anything but a human life?   Anyone who says otherwise is deranged.   Abortion is murder and those little babies having their human right to life taken from them.,Abortion Is Murder,against,[16]
639,1582734700-1035,https://www.debate.org/opinions/should-abortion-be-illegal,"There are many ways to prevent child birth besides abortion. Such as condoms, abstinence, day after pills, daily pills, and many more ways to prevent. These are just some main reasons.   Another thing is that abortion is very expensive which may also break your bank.   The pill is not as expensive as a few thousand to get an abortion.",Not the only way to prevent,against,[7]
897,1582734815-1798,https://www.debate.org/opinions/is-abortion-wrong,"Life begins at the moment of conception. At that point, the little embryo has everything it needs to become a fully grown and productive human being. Abortion is not logical. The fourteenth amendment in the constitution states that   ""nor shall any State deprive any person of life, liberty, or property, without due process of law."" What can anyone charge an unborn child with that they wouldn't be innocent of? And who among us has started their life as a completely mature human?",Abortion is WRONG!,against,[16]
1008,1582734815-1818,https://www.debate.org/opinions/is-abortion-wrong,"From a religious point of view, of course abortions are wrong! God commanded man and woman to be fruitful and multiply (in marriage) to populate the earth. Unless I was absent the day of Sunday school or in the 10 years I spent at a Christian school we were taught that God said we could kill an unborn baby for whatever reason, I don't think it's right. 

From a political point of view, abortions are just an easy way out of parenthood. Feminists believe it's their right to get an abortion if they want to since it's ""their body"". Well, what about the baby inside them? They could be a female. Where's her rights? You just took hers away by allowing doctors to vacuum her out of your womb! How DISGUSTING. Also, abortions cause long term effects on a woman's body and mind. Any mother to be always becomes emotionally attached to her child the minute she finds out she's pregnant. Killing her child should be the LAST thing on her mind! Not to mention if she wants to have kids later on in life, she probably won't be able to conceive again bc of her previous abortions. They can affect fertility. All around, abortions are very wrong and should be made illegal immediately!",Abortion is selfish.,against,[19]
