549,1582734815-1441,https://www.debate.org/opinions/is-abortion-wrong,"I feel, even being it to supporting the right of abortion, that it is the wrong choice to make regardless. Just because it is an option for you to take, doesn't mean you should take it. I support smarter sex education and overall people must be more rational, we don't need a bunch of irrational people raising impressionable children. I say to the pro-lifers and pro-choice, think of it as taking the test, you have every right to not study for the test, and every right to select the wrong answers, but should you?",Murder I tell you... Murder,against,[25]
2303,1582735052-2303,https://www.debate.org/opinions/is-abortion-wrong,"Fundamentally, it unethical to force a women to remain pregnant if she does don't wish to be.   The fetus has a dependency on the mothers body, and the mother must consent to that use 
Consent from the mother can be removed at any time, which requires the termination of pregnancy.
There may be reasonable limits that we can place on abortions, but they cannot ethically be eliminated all together.",You need consent,for,[2]
2561,1580744706-443,https://www.debate.org/opinions/do-women-have-the-right-to-abort-a-fetus,"Of course women should be allowed to have an abortion 
Anyone who says they can't is simply trying to force there beliefs on others 
     An abortion should not be used as birth control 
But if there was more abortions maybe the world would not continue to be flooded with pieces of shit humans",There should be more,for,[2]
1986,1582735052-2263,https://www.debate.org/opinions/is-abortion-wrong,"I was kind of on the fence on this one. I mean, is it morally wrong to kill a living thing that hasn't been born yet? Some people (on the left) might say yes, because after some time unborn babies do develop   a sense of touch/pain, etc. And it would be unethical to kill them. But generally speaking, a lot of abortions take place because of unwanted pregnancy, (e.G rape) and thus would be unfair to the mother if abortions were not allowed. Regulated abortion, which denotes abortion before the baby can sense anything, cannot be considered wrong in any way. Killing life is bad? Well pesticides are used to kill tons of insects, slaughterhouses are a reality, and honestly we don't care about destroying life as long as it satisfies us humans. So in a nutshell regulated abortions are ok.",Depends on the situation.,for,[11]
2470,1580224689-22,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Women have been violated since the beginning of human history, now time had changed and no one I say no one can never tell a women what to do with her body .
Having an unwanted baby is no fun. Women are the ones carrying it for 9 months , with all the pain and suffering either it's physical or psychological .. And not just that she also have to suffer her partner's infedelity cuz she is not ready to have sex ( men are selfish pigs) or the father not even giving a damn about her or the baby . Or he is violent . Or just a MALHOE who had his way with her . Or it's just that she is not financially or mentally prepared . As you know being a mother is hard work for life . And as you know again women in most cases women are doing all the work by themselfs . 
We would never force a man to carry a child if they are the ones who do . 
My body my life my choice.",My body my choice,for,[2]
1346,1582734815-1622,https://www.debate.org/opinions/is-abortion-wrong,"One of the main arguments for abortion is that “It is the woman’s choice because it is her body”. That statement is incorrect. How is a specimen that consists of genetic code from the mother and the father qualify as the woman’s body. Just think that if your mother had aborted you before you had a chance, I would personally find that terrifying.",Abortion is the killing of a life that could have been.,against,[16]
1229,1582734815-1637,https://www.debate.org/opinions/is-abortion-wrong,"Partial birth abortion is literally killing a baby as it comes out they stick a rod inside the soft patch in his/her head and stir their brains around, yes im trying to be graphic, this is wrong and the left over parts from its death is put into lotions and creams that people rub on themselves. People make money off of killing babies and it is completely wrong just the thought of it makes me sick to my stomach they give body parts and use the organs for transplants it is SICK AND INHUMANE!!!!!!!!!! Im a fourteen year old who is disgusted at the fact of all of murder, think of it this way what if your parents decided to give you up and stir your brains around   so that they can rub it on themselves. It is thoroughly disgusting and you people are okay with it.",Abortion is inhumane,against,[16]
2625,1580744701-426,https://www.debate.org/opinions/should-abortion-be-allowed,"The thing is that most of the anti abortion people out there are men... They don't know the first thing about delivering a baby or what it would be like to be forced to care for a baby. Many of the people who choose abortions are teens. They often don't know any better, and abortions can be a life saver (sometimes literally). If they are able to get an abortion, they stand a much higher chance of earning a high school diploma. In fact, less than 2% of people who give birth under the age of 18 go to college. With no education, there is no way to get a high paying job. If there is no high paying job, then there is no way to support a child. So really all you people against abortions are just saying that you would rather have children be born but have them live in poverty and despair? Wow.",Abortions are perfectly reasonable!,for,[7]
1197,1582734815-1704,https://www.debate.org/opinions/is-abortion-wrong,"It's murder! People all around the world are killing their children and others are praying to get pregnant.I believe that abortion is a horrible thing.They don't even get a glimpse at reality because they are just destroyed in their mother's womb.It makes me sick,how could women do this to something they've created!",Yes abortion is wrong!,against,[16]
2623,1580744693-383,https://www.debate.org/opinions/should-abortion-stay-legal,"Abortion should remain legal; if it were to become illegal, women desperate to end a pregnancy would be pushed into back-alleys where procedures would be incredibly dangerous. Abortion is a personal matter that is between a woman, her family, and her doctor. It is not for anyone to tell a woman she is wrong for not wanting to have a child, especially in situations where pregnancy would be dangerous for her.",Legal means safe,for,[2]
