438,1582734704-1235,https://www.debate.org/opinions/should-abortions-be-abolished,"I remember hearing my son's heartbeat pounding quickly and quite audibly through the stethoscope that our doctor held to my wife's stomach. We had found out she was pregnant just 2 weeks after we got married! 
That was over 19 years ago. Our oldest child is now an 18 year old senior in high school. He stands 6 ft 4 inches tall. He is a football player. He is a great kid. I love him with all my heart. I loved him the moment my wife showed me the positive pregnancy test.",I heard my sons heartbeat at 5 weeks,against,[7]
2201,1582735052-2505,https://www.debate.org/opinions/is-abortion-wrong,"I understand where people come from saying it's wrong, but it should still be a choice.Abortion should remain legal because women should have the right to decide what happens with their bodies; some women that become pregnant are not ready emotionally or financially to be mothers; and abortion is the best answer for an unwanted pregnancy between casual sex partners.Women should be given the right to decide what happens with their bodies. It is the woman that has to carry the fetus in her womb for up to nine months and definitely change her lifestyle to make sure the baby receives proper nutrients. Pregnancy changes a woman's life immediately and often unexpectedly. The woman does all the hard work during pregnancy; therefore, it should be the right of that woman to decide if she is ready to bring another life into this world. If she decides that she is not ready, she should have the option of terminating her pregnancy. If a woman is raped, and doesn't want the baby, she should be able to have an abortion. Also, what if someone got unintentionally pregnant and was not financially ready? Or maybe the couple was underage and didn't have the experience? These are all reasons why it should be legal and are right it many cases.","I don't ALWAYS agree with it, but it should be a choice.",for,[2]
2653,1580744423-195,https://www.debate.org/opinions/should-abortion-stay-legal,"When you get an abortion you are killing a baby literally. No matter if the child comes from rape or it comes from an accident, the child should still have a chance to live a normal life.   Yes i know that not everyone will agree with me but I have a chance to put my opinion and my reasons on here. Dont like my comment? Sucks for you. My Opinion> Your opinion.",It is killing children!!!!!!!,against,[16]
338,1582734700-1230,https://www.debate.org/opinions/should-abortion-be-illegal,"It should because you your gonna act old enough to conceive, then your old   enough to take the responcibility to keep that child. If you can't provide proper care for the infant give that baby up for adoption, it's the right thing to do! Killing infants is TERRIBLE god would want you to do the right thing!",YES it should be illegal,against,[25]
2117,1582734972-2131,https://www.debate.org/opinions/should-abortion-be-illegal,"Yes you might stop legal abortions done in safe clinics with concern for the woman receiving the abortion. But guess what? Just like anything else, making something illegal doesn't make it go away. Drugs are illegal, and yet people still do it. Murder is illegal, people don't stop doing it. If it is made illegal then women will still do it in unsafe conditions. Thus killing the woman and the fetus. And for the last time, we are a secular country, we don't have an official religion so using ""God said this"" or ""the Bible says this"" is pointless. If you want to live in a theocracy (religion rules the government) Become a Muslim and move to one of the Arabian countries. Where your ""god"" can rule over yours (and everyone else's) lives. Or find a way to live in the Vatican",Making it illegal does more harm than good http://thinkprogress.org/health/2012/10/04/963901/47000-women-die-each-year-from-unsafe-abortions/,for,[7]
1060,1582734815-1885,https://www.debate.org/opinions/is-abortion-wrong,In many Catholics eyes it is wrong but there has never been a bill passed to stop it should there be one?   There should it is a killing of an unborn child. It is basically murder the baby is already living within the first few weeks. God is the one who gives lives and takes them not humans.,Abortion is murder,against,[7]
2185,1582734972-2089,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion should be banned because mothers are killing babies without a care. If murder is illegal abortion should be illegal too. It is a mothers body but would that mother kill a baby, probably not. People say that it's not killing but doctors take a knife and cut the baby into tiny pieces.",Abortion should banned,against,[16]
725,1582734815-1577,https://www.debate.org/opinions/is-abortion-wrong,"I support this argument. Why would you have a baby for two years and then, out of no where, just kill it? Thats just plain stupid. No offence but the people who do this are not nice or smart. You don`t see turtles killing their creatures do you?
                 Thank you!",Abortion is murder,against,[16]
185,1582733989-753,https://www.debate.org/opinions/should-abortion-be-legal,"Believe it or not, a few celebrities almost never came into this world. Some of these popular people include Celine Dion, Cher, and Justin Bieber. The mothers of these stars considered abortion but gave live birth instead. Could you imagine life without some of their songs, like ""Baby"" or ""My Heart Will Go On"" from Titanic?",The fetus' life is not predictable,against,[7]
1349,1582734647-798,https://www.debate.org/opinions/is-abortion-bad,"The Bible says that murder is bad. A 'fetus' is not non-living, it is a fully functioning body that should not be harmed. Life is a beautiful thing, not a curse. Abortion is not the 'safe a legal way' to kill children. It would be the same as shooting a child. It should be illegal.",The Bible says so.,against,[16]
