2114,1582735052-2315,https://www.debate.org/opinions/is-abortion-wrong,"A main headline I see when I look up, ""is abortion wrong"" is that it's against the bible. 
Last I checked, seperation of church and state was a thing. The church should not be able to rule over people who don't belong to it. Having an abortion is the same thing as pulling the plug for a person in a coma or ie braindead. Fetuses are humans but they aren't people however. They can't think, rationalize, come up with conclusions like we can.",Separation of Church and State still exists,for,[3]

2628,1580744430-241,https://www.debate.org/opinions/should-abortion-be-allowed,In the mother's womb. The Baby hasn't even done anything wrong and you are deeming it appropriate to kill it. Abortion is basically just a synonym for cold blooded murdering. I HATE ABORTION!!!!! So if you are planning on having an abortion why not just send the poor child to a adoption home.,Abortion is completely and utterly wrong you are killing a innocent child,against,[16]

79,1582733989-705,https://www.debate.org/opinions/should-abortion-be-legal,"Why can't a mother kill her 3 year old? Or even a 3 weeks old? Because, in most cases, a child is consider alive or a human life as soon as their born. But tell me, what is the difference between a developing child in the womb and a born child? Isn't birth just a necessary part of child development?   Children are continually developing throughout there young life, and even into their adult life, until their brain is fully developed. In this case wouldn't it only be consistant to say a mothers right to choose goes beyond birth? Abortion is just an early point on the scale of child murder. The choice isn't whether or not to keep a child once it is conceved, that's too late. By then you have already created new life, even as an accident. The choice is whether or not you will chance pregnancy all together. Will you show restraint and self control? Or will your developing child pay the price? Is it your choice when another person's life is on the line?",When is a child a life? Is someone else's life your choice?,against,[25]

1552,1582733723-309,https://www.debate.org/opinions/should-abortion-be-legal,"Let say for example you are given food which you hate and at that time you are already full.If you don't want it nobody can put it in your mouth.
The same case is with the pregnant lady. If she doesn't want it then there is no meaning in forcing her because at the end she will end up hurting either herself or the baby.",It should be made legal,for,[11]

2026,1582735052-2343,https://www.debate.org/opinions/is-abortion-wrong,"I would hope that another teenager doesn't find herself in the position I did. I was young. It wouldn't happen to me. I was persuaded by an older male to have sex. I made a mistake being 17 and wanting romance. I was not ready physically, emotionally, or financially. I chose to abort - murder, if YOU so choose - a baby. A clump of cells. Semantics means nothing. I can tell you that if I didn't have the option of a medical procedure, I would have had an abortion anyway. By coat hanger or punched in the stomach, whatever. Why should I have a child that I don't want, simply because someone else *might*? Thank the stars for having a CHOICE in what happens to MY body.",Had one myself.,for,[2]

1729,1582734972-2011,https://www.debate.org/opinions/should-abortion-be-illegal,"Whether or not I would have an abortion is entirely different than whether or not a 70 year old white man should get to decide for me. I am not a christian and I never will be, so make illegal for christian's but a blanket statement for everyone is uncivil. Dangerous abortions will always take place unless we can provide safe, medical help.",My body is mine.,for,[7]

729,1582734700-921,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is murder. You are killing a human being, once it has heartbeat that child is alive. Yes, in certain circumstances such as rape or the fetus being a danger for the mother to live, then that is understanding for a mother to have an abortion, otherwise.. NO! WHY should an unborn child have to suffer because the mother wanted to be irresponsible? Even if she did take all precautions to not getting pregnant she STILL knows that there is a possibility of getting pregnant regardless.     Now what I feel they should do is put limit to this. For instance ,   alcohol in some states is illegal if you drink before the age of 21 or the age of 18, but afterwards it becomes legal in cases like this, if a female gets raped or can't hold the child due to medical reasons then NO, she should have the choice to have an abortion. Adoption is always an option though and even if that child is in unloved homes, or foster cares for years, etc. Well , that's God decision to decide how the child's future would be, not yours. Abortion is all around wrong, and in the bible it states it clearly but of course there is exceptions for certain situations.","Illegal, illegal, ILLEGAL!",against,[7]

2661,1580744430-212,https://www.debate.org/opinions/should-abortion-be-allowed,"You're just taking a life that hasn't even started. IF you don't want it, give it to an orphanage for someone else to adopt. There's a mother or father or family out there that wish to have another child to brighten them up, so if you don't want a child, give it to someone who wants it more.",It's just wrong,against,[7]

481,1582734815-1833,https://www.debate.org/opinions/is-abortion-wrong,"Many of us would like to forget that, once upon a time, we were at the same levels of development as all of the babies who have been destroyed in the name of ""choice.""   Whose choice, though?   One of the justifications used to support physician assisted suicide is that a human being's life is their own; obviously, this only applies if your dear old mother didn't exercise her right to have you killed.

There is also no consensus amongst supporters of abortion as to when a human being acquires ""personhood.""   Some say three months, some six, and some go so far as to say that abortion should be allowed up until the moment of birth.   The concept of personhood is a philosophical one, and if we are talking about the legality of dismembering innocents, shouldn't we be dealing in facts?   Like the scientifically proven fact that one becomes a human being at the moment of fertilization?

When in doubt, let the poor babies live.",When In Doubt,against,[17]

2597,1580744701-408,https://www.debate.org/opinions/should-abortion-be-allowed,"If the person is not in the state of being a good parent I think they should get an abortion or give the kid to a different parent, but that is not how a kid should live. The newborn wouldnt even know whats happening nor would know it had a chance at life",Its theyre choice,for,[11]

896,1582734815-1373,https://www.debate.org/opinions/is-abortion-wrong,"There is a distinct seperation of those who are for the value of life and those for the destruction of life. It has always been a division of religion. Christianity has always fought and subversively taught that all people have value because they have been given life by God. No other life can exstinguish another life for its own percived ends or goals. A mother has no right take the life of her child just as Hilter had no right to take the life of so many. Christianity has always held that women, children, the disabled, the poor and the enslaved have value and therefore should be treated as such by others and the government. It has taken 2,000 years but finally human rights are a concept that is more that just the cry of Christianity, but this is where it started. Here to the advancement of human rights continues. A childs life, whether in the womb or out, is not the toy or possession of the mother. Life is the possession of no other person or being. Such values are not taught by any other study as explained here: http://www.exegeticalstruggles.com/2011/08/religion-is-better-than-science-why.html",Life on the smallest level must be valued if we are to continue the march of human rights.,against,[7]

1900,1582735052-2246,https://www.debate.org/opinions/is-abortion-wrong,"Yes, I get that abortion is killing a life form. But there are a lot of people who are not fit for parenting or just are not ready for it. Would you feel alright knowing your opinion stopped someone from graduating high school or college? Pregnancy takes nine months. If that person raises the child themselves, then it makes it doubly hard to get a degree and find a well paying job. Even if there aren't circumstances like that, a person should be able to say I am not ready to be pregnant, I am not ready to raise a child. Birth control doesn't always work. THERE HAS TO BE A CHOICE. Pregnancy is farthest thing from easy there is. It takes courage to go through with it. I feel very strongly that is just as immoral to drag someone into pregnancy as it is to abort. 
(I personally think that abortion is in no way wrong, but you are entitled to your own opinion)
Which is why it should be that person's choice, and theirs alone whether they should abort or not. To take away that choice is villainy.",Absolutely not.,for,[11]
