838,1582734815-1665,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is clearly wrong . If the government can choose when life is life and when life is not life, then that puts all of humanity in grave danger. We should accept a human as it is the moment it begins to form, the moment the sperm cell and the egg cell link",Abortion is wrong,against,[17]
1743,1582735052-2287,https://www.debate.org/opinions/is-abortion-wrong,"No, abortion is not wrong. Because, what if you got raped or something? And you can not keep that child? What are you to do now? Because, you can not keep that baby, or fetius. What ever you want to call it. But, you can't keep it. Cause, it is just not nesasary to keep a baby that you having KNOWING you got RAPED!","No, aborion is not wrong at all!",for,[7]
1129,1582734700-1141,https://www.debate.org/opinions/should-abortion-be-illegal,A fetus is a living human from the moment of contraception. The cells instantly begin to divide and from the joining of the egg and sperm that fetus is already developing. There are no fine lines about when in the pregnancy the fetus is human. It starts growing right away. Period. A fetus is a human with it's own unique set of DNA and destroying that is murder.,Fetus's are HUMANS,against,[17]
350,1582734815-1311,https://www.debate.org/opinions/is-abortion-wrong,"If you get pregnant, and you didn't mean to, you should still give that child a chance. Yes, when you abort the baby it may not even be a baby yet, but how would you feel if your mother took away your only chance to live. Your mother decided for you, you get no chance. How is that fair? Every living creature deserves a chance, never should a mother take the chance for an amazing person to never be known. my mom didn't want me, if she didn't have me, I would never get my chance to show people I can be someone, and I will be someone. so think about the future your taking away from your unborn child. Then walk out of that clinic.",Give that baby a chance to live...,against,[17]
2039,1582735052-2486,https://www.debate.org/opinions/is-abortion-wrong,"In most cases, abortion is ending the life of a perfectly healthy human in the early stages of development. Most often, that life would have come into this world completely successfully and that person would have been as valid as you or I or anyone we know. There is no doubt, barring disease or deformation, abortion is a terrible decision to have to make. It's very sad. However, much of the world is sad and unfair and abortion should be completely legal. For most people, having an abortion is a painful decision they will carry with them for the rest of their lives and will, hopefully, change their future behavior in order to avoid having to make the same decision again. Most people have an abortion because they got pregnant ""accidentally"" and do not want or feel ready to have a child. Which is exactly the reason to get an abortion. People die everyday, of old age, of disease, of accidents, from murder, from war and from abortion. Death is a part of life, mortality is 100% and death from abortion is no more or less right or wrong than any other death. This is the game, these are the rules and no, life isn't fair and neither is death. Or, it's all fair and exactly as it should be. I'm still deciding.",Abortion is unfortunate,for,[7]
3,1582733957-502,https://www.debate.org/opinions/is-abortion-a-womans-right,"One person's freedom ends where it infringes on another person's rights. In the case of pregnancy, a woman's right to control her body doesn't give her the right to damage the fetus's body, unless the pregnancy poses a direct threat to her own life (self-defense is always justified).

Inherent to this is the assumption that the fetus is a person, which is the only logical conclusion from the biological evidence. By 4 weeks, the fetus has a brain and a heart, making it more than a lump of cells, and a DNA test will confirm that it's human.",Life trumps Choice.,against,[17]
1849,1582735052-2318,https://www.debate.org/opinions/is-abortion-wrong,"According to many of   the ""pro-life"" people ""abortion is murder."" I have 2 answers to this statement: #1 According to science, the human fetus doesn't even have a brain, heart, spinal cord or any other organs   for 3 weeks after conception. Therefore, if it doesn't have a brain, is it truly alive? If it doesn't have a beating heart,   is it truly alive? In my opinion, no, they are not alive, they are just a fertilized cell that hasn't really started growing. #2 Most likely, everyone thinks murder is wrong because the people that die have something to live for or have good memories that should be preserved. By this definition, abortion, at any stage, can not be murder, because the fetus can't have memories or anything to live for yet.",It Isn't Life Yet,for,[3]
1372,1582733723-159,https://www.debate.org/opinions/should-abortion-be-legal,"If the mother cannot afford to have the child it is fine. I am not a mother but with my mother having me, 2 others and one on the way i know its hard and it cost alot of money. If you cannot afford to live yourself you dont have to put your child through that. It will be hard because you will love them so much and you wont be able to pay for everything they want. I believe abortion is ok if you are not ready.",Its their own life.,for,[7]
1360,1582734815-1488,https://www.debate.org/opinions/is-abortion-wrong,"Do my eyes deceive me? No matter what anyone says i think that that is between god and the mother and dont forget the human inside of you the bible says your accountable for what   your child does until a curtain age so what will you say when god asks"" wheres my child i let you carry?"" just please enlighten me on what your planning on saying",50% said no??????,against,[7]
1437,1582733723-366,https://www.debate.org/opinions/should-abortion-be-legal,"As a young women who has been a victim of sexual abuse, I like to know that if I were to get pregnant I could get an abortion. I believe that if a women uses contraceptives properly, is raped, or will be harmed during child birth, she should be allowed to right to give up that child. Many people argue that the child could be adopted, but we already have thousands of unwanted children in foster homes.","My body, my choice",for,[11]
